,11635,3.0,목,11,11
,11635,3.0,목,12,12
,10424,3.0,목,13,13
,10424,3.0,목,14,14
,10424,3.0,목,15,15
,10267,3.0,화,11,11
,10267,3.0,화,12,12
,10267,3.0,화,13,13
,13124,2.0,화,5,5
,13124,2.0,화,6,6
,11897,3.0,금,6,6
,11897,3.0,금,7,7
,11897,3.0,금,8,8
,13123,2.0,화,3,3
,13123,2.0,화,4,4
,13113,2.0,목,2,2
,13113,2.0,목,3,3
,13052,2.0,목,5,5
,13052,2.0,목,6,6
,13103,2.0,수,3,3
,13103,2.0,수,4,4
,13086,2.0,목,7,7
,13086,2.0,목,8,8
,12032,2.0,목,3,3
,12032,2.0,목,4,4
,13037,2.0,수,3,3
,13037,2.0,수,4,4
,11919,2.0,수,7,7
,11919,2.0,수,8,8
,10932,2.0,목,4,4
,10932,2.0,목,5,5
,11724,2.0,수,3,3
,11724,2.0,수,4,4
,12464,2.0,목,4,4
,12464,2.0,목,5,5
,12469,2.0,목,3,3
,12469,2.0,목,4,4
,12471,2.0,화,3,3
,12471,2.0,화,4,4
,12467,2.0,수,4,4
,12467,2.0,수,5,5
,13146,2.0,목,2,2
,13146,2.0,목,3,3
,13147,2.0,목,5,5
,13147,2.0,목,6,6
,13148,2.0,목,7,7
,13148,2.0,목,8,8
,11909,2.0,금,2,2
,11909,2.0,금,3,3
,11910,2.0,금,4,4
,11910,2.0,금,5,5
,11911,2.0,금,6,6
,11911,2.0,금,7,7
,11943,2.0,수,2,2
,11943,2.0,수,3,3
,11944,2.0,수,5,5
,11944,2.0,수,6,6
,11945,2.0,수,7,7
,11945,2.0,수,8,8
,13163,2.0,수,2,2
,13163,2.0,수,3,3
,11953,2.0,월,5,5
,11953,2.0,월,6,6
,11954,2.0,월,7,7
,11954,2.0,월,8,8
,11955,2.0,수,1,1
,11955,2.0,수,2,2
,11956,2.0,수,3,3
,11956,2.0,수,4,4
,11957,2.0,금,5,5
,11957,2.0,금,6,6
,11958,2.0,금,7,7
,11958,2.0,금,8,8
,11638,3.0,목,6,6
,11638,3.0,목,7,7
,11638,3.0,목,8,8
,11639,3.0,화,6,6
,11639,3.0,화,7,7
,11639,3.0,화,8,8
,11807,3.0,금,1,1
,11807,3.0,금,2,2
,11807,3.0,금,3,3
,11946,3.0,목,7,7
,11946,3.0,목,8,8
,11946,3.0,목,9,9
,11922,3.0,월,6,6
,11922,3.0,월,7,7
,11922,3.0,월,8,8
,11896,3.0,금,2,2
,11896,3.0,금,3,3
,11896,3.0,금,4,4
,11921,3.0,월,2,2
,11921,3.0,월,3,3
,11921,3.0,월,4,4
,11969,3.0,월,1,1
,11969,3.0,월,2,2
,11969,3.0,월,5,5
,11969,3.0,월,6,6
,11970,3.0,월,2,2
,11970,3.0,월,3,3
,11970,3.0,월,7,7
,11970,3.0,월,8,8
,11971,3.0,화,1,1
,11971,3.0,화,2,2
,11971,3.0,화,5,5
,11971,3.0,화,6,6
,11972,3.0,화,2,2
,11972,3.0,화,3,3
,11972,3.0,화,7,7
,11972,3.0,화,8,8
,11973,3.0,화,4,4
,11973,3.0,화,5,5
,11973,3.0,화,8,8
,11973,3.0,화,9,9
,11974,3.0,월,5,5
,11974,3.0,월,6,6
,11974,3.0,월,1,1
,11974,3.0,월,2,2
,11975,3.0,월,7,7
,11975,3.0,월,8,8
,11975,3.0,월,2,2
,11975,3.0,월,3,3
,11976,3.0,화,5,5
,11976,3.0,화,6,6
,11976,3.0,화,1,1
,11976,3.0,화,2,2
,11977,3.0,화,7,7
,11977,3.0,화,8,8
,11977,3.0,화,2,2
,11977,3.0,화,3,3
,11978,3.0,화,8,8
,11978,3.0,화,9,9
,11978,3.0,화,4,4
,11978,3.0,화,5,5
,11979,3.0,월,4,4
,11979,3.0,월,5,5
,11979,3.0,월,1,1
,11979,3.0,월,2,2
,11980,3.0,월,8,8
,11980,3.0,월,9,9
,11980,3.0,월,2,2
,11980,3.0,월,3,3
,11981,3.0,화,5,5
,11981,3.0,화,6,6
,11981,3.0,화,1,1
,11981,3.0,화,2,2
,11982,3.0,화,7,7
,11982,3.0,화,8,8
,11982,3.0,화,2,2
,11982,3.0,화,3,3
,11983,3.0,화,8,8
,11983,3.0,화,9,9
,11983,3.0,화,4,4
,11983,3.0,화,5,5
,12022,3.0,월,5,5
,12022,3.0,월,6,6
,12022,3.0,월,1,1
,12022,3.0,월,2,2
,12010,3.0,월,4,4
,12010,3.0,월,5,5
,12010,3.0,월,1,1
,12010,3.0,월,2,2
,11984,3.0,월,1,1
,11984,3.0,월,2,2
,11984,3.0,월,5,5
,11984,3.0,월,6,6
,11985,3.0,월,2,2
,11985,3.0,월,3,3
,11985,3.0,월,7,7
,11985,3.0,월,8,8
,11986,3.0,월,7,7
,11986,3.0,월,8,8
,11986,3.0,월,2,2
,11986,3.0,월,3,3
,11987,3.0,화,1,1
,11987,3.0,화,2,2
,11987,3.0,화,5,5
,11987,3.0,화,6,6
,11988,3.0,화,2,2
,11988,3.0,화,3,3
,11988,3.0,화,7,7
,11988,3.0,화,8,8
,11989,3.0,월,1,1
,11989,3.0,월,2,2
,11989,3.0,월,5,5
,11989,3.0,월,6,6
,11990,3.0,월,4,4
,11990,3.0,월,5,5
,11990,3.0,월,1,1
,11990,3.0,월,2,2
,11991,3.0,월,5,5
,11991,3.0,월,6,6
,11991,3.0,월,1,1
,11991,3.0,월,2,2
,11992,3.0,월,7,7
,11992,3.0,월,8,8
,11992,3.0,월,2,2
,11992,3.0,월,3,3
,11993,3.0,화,1,1
,11993,3.0,화,2,2
,11993,3.0,화,5,5
,11993,3.0,화,6,6
,12024,3.0,월,4,4
,12024,3.0,월,5,5
,12024,3.0,월,1,1
,12024,3.0,월,2,2
,12012,3.0,화,2,2
,12012,3.0,화,3,3
,12012,3.0,화,7,7
,12012,3.0,화,8,8
,12013,3.0,월,7,7
,12013,3.0,월,8,8
,12013,3.0,월,2,2
,12013,3.0,월,3,3
,11994,3.0,화,2,2
,11994,3.0,화,3,3
,11994,3.0,화,7,7
,11994,3.0,화,8,8
,11995,3.0,화,4,4
,11995,3.0,화,5,5
,11995,3.0,화,8,8
,11995,3.0,화,9,9
,11996,3.0,화,7,7
,11996,3.0,화,8,8
,11996,3.0,화,2,2
,11996,3.0,화,3,3
,11997,3.0,화,8,8
,11997,3.0,화,9,9
,11997,3.0,화,4,4
,11997,3.0,화,5,5
,11998,3.0,수,8,8
,11998,3.0,수,9,9
,11998,3.0,수,5,5
,11998,3.0,수,6,6
,12026,3.0,화,5,5
,12026,3.0,화,6,6
,12026,3.0,화,1,1
,12026,3.0,화,2,2
,12014,3.0,월,5,5
,12014,3.0,월,6,6
,12014,3.0,월,1,1
,12014,3.0,월,2,2
,12015,3.0,화,8,8
,12015,3.0,화,9,9
,12015,3.0,화,4,4
,12015,3.0,화,5,5
,11961,3.0,월,1,1
,11961,3.0,월,2,2
,11961,3.0,월,5,5
,11961,3.0,월,6,6
,11962,3.0,월,5,5
,11962,3.0,월,6,6
,11962,3.0,월,1,1
,11962,3.0,월,2,2
,11963,3.0,화,5,5
,11963,3.0,화,6,6
,11963,3.0,화,1,1
,11963,3.0,화,2,2
,11964,3.0,화,1,1
,11964,3.0,화,2,2
,11964,3.0,화,5,5
,11964,3.0,화,6,6
,11999,3.0,월,1,1
,11999,3.0,월,2,2
,11999,3.0,월,5,5
,11999,3.0,월,6,6
,12000,3.0,월,2,2
,12000,3.0,월,3,3
,12000,3.0,월,7,7
,12000,3.0,월,8,8
,12001,3.0,월,7,7
,12001,3.0,월,8,8
,12001,3.0,월,2,2
,12001,3.0,월,3,3
,12002,3.0,월,8,8
,12002,3.0,월,9,9
,12002,3.0,월,2,2
,12002,3.0,월,3,3
,12003,3.0,화,1,1
,12003,3.0,화,2,2
,12003,3.0,화,5,5
,12003,3.0,화,6,6
,12004,3.0,화,4,4
,12004,3.0,화,5,5
,12004,3.0,화,8,8
,12004,3.0,화,9,9
,12027,3.0,월,8,8
,12027,3.0,월,9,9
,12027,3.0,월,2,2
,12027,3.0,월,3,3
,12016,3.0,화,4,4
,12016,3.0,화,5,5
,12016,3.0,화,8,8
,12016,3.0,화,9,9
,12005,3.0,월,1,1
,12005,3.0,월,2,2
,12005,3.0,월,5,5
,12005,3.0,월,6,6
,12006,3.0,월,2,2
,12006,3.0,월,3,3
,12006,3.0,월,7,7
,12006,3.0,월,8,8
,12007,3.0,월,4,4
,12007,3.0,월,5,5
,12007,3.0,월,1,1
,12007,3.0,월,2,2
,12126,3.0,화,2,2
,12126,3.0,화,3,3
,12126,3.0,화,7,7
,12126,3.0,화,8,8
,12029,3.0,월,1,1
,12029,3.0,월,2,2
,12029,3.0,월,5,5
,12029,3.0,월,6,6
,12018,3.0,월,1,1
,12018,3.0,월,2,2
,12018,3.0,월,5,5
,12018,3.0,월,6,6
,12019,3.0,월,4,4
,12019,3.0,월,5,5
,12019,3.0,월,1,1
,12019,3.0,월,2,2
,12008,3.0,월,4,4
,12008,3.0,월,5,5
,12008,3.0,월,1,1
,12008,3.0,월,2,2
,12009,3.0,월,5,5
,12009,3.0,월,6,6
,12009,3.0,월,1,1
,12009,3.0,월,2,2
,12127,3.0,화,5,5
,12127,3.0,화,6,6
,12127,3.0,화,1,1
,12127,3.0,화,2,2
,12031,3.0,화,8,8
,12031,3.0,화,9,9
,12031,3.0,화,4,4
,12031,3.0,화,5,5
,12020,3.0,화,2,2
,12020,3.0,화,3,3
,12020,3.0,화,7,7
,12020,3.0,화,8,8
,11965,3.0,월,2,2
,11965,3.0,월,3,3
,11965,3.0,월,7,7
,11965,3.0,월,8,8
,11966,3.0,월,7,7
,11966,3.0,월,8,8
,11966,3.0,월,2,2
,11966,3.0,월,3,3
,11967,3.0,화,7,7
,11967,3.0,화,8,8
,11967,3.0,화,2,2
,11967,3.0,화,3,3
,11968,3.0,화,2,2
,11968,3.0,화,3,3
,11968,3.0,화,7,7
,11968,3.0,화,8,8
,13138,2.0,목,2,2
,13138,2.0,목,3,3
,11808,3.0,수,7,7
,11808,3.0,수,8,8
,11808,3.0,수,9,9
,12047,3.0,목,7,7
,12047,3.0,목,8,8
,12047,3.0,목,8,8
,12047,3.0,목,9,9
,12049,3.0,수,1,1
,12049,3.0,수,2,2
,12049,3.0,수,3,3
,12050,3.0,화,4,4
,12050,3.0,화,5,5
,12050,3.0,화,8,8
,12050,3.0,화,9,9
,12051,3.0,월,5,5
,12051,3.0,월,6,6
,12051,3.0,월,2,2
,12051,3.0,월,3,3
,12052,3.0,수,5,5
,12052,3.0,수,6,6
,12052,3.0,수,5,5
,12052,3.0,수,6,6
,12053,3.0,월,2,2
,12053,3.0,월,3,3
,12053,3.0,월,7,7
,12053,3.0,월,8,8
,12054,3.0,목,1,1
,12054,3.0,목,2,2
,12054,3.0,목,3,3
,13089,2.0,수,5,5
,13089,2.0,수,6,6
,13085,2.0,수,7,7
,13085,2.0,수,8,8
,13118,2.0,화,2,2
,13118,2.0,화,3,3
,11937,2.0,수,5,5
,11937,2.0,수,6,6
,10420,3.0,목,4,4
,10420,3.0,목,5,5
,10420,3.0,목,6,6
,10281,3.0,금,10,10
,10281,3.0,금,11,11
,10281,3.0,금,12,12
,11170,2.0,수,1,1
,11170,2.0,수,2,2
,11170,2.0,수,3,3
,10412,2.0,수,4,4
,10412,2.0,수,5,5
,10412,2.0,수,6,6
,11172,2.0,수,7,7
,11172,2.0,수,8,8
,11172,2.0,수,9,9
,10398,2.0,화,10,10
,10398,2.0,화,11,11
,10398,2.0,화,12,12
,11173,2.0,수,10,10
,11173,2.0,수,11,11
,11173,2.0,수,12,12
,10440,2.0,토,8,8
,10440,2.0,토,9,9
,10440,2.0,토,10,10
,10400,2.0,화,13,13
,10400,2.0,화,14,14
,10400,2.0,화,15,15
,11169,2.0,화,13,13
,11169,2.0,화,14,14
,11169,2.0,화,15,15
,10390,2.0,월,10,10
,10390,2.0,월,11,11
,10390,2.0,월,12,12
,10394,2.0,화,1,1
,10394,2.0,화,2,2
,10394,2.0,화,3,3
,10124,3.0,수,10,10
,10124,3.0,수,11,11
,10124,3.0,수,12,12
,10125,3.0,수,13,13
,10125,3.0,수,14,14
,10125,3.0,수,15,15
,10272,3.0,수,13,13
,10272,3.0,수,14,14
,10272,3.0,수,15,15
,10275,3.0,목,7,7
,10275,3.0,목,8,8
,10275,3.0,목,9,9
,10279,3.0,금,4,4
,10279,3.0,금,5,5
,10279,3.0,금,6,6
,10438,2.0,토,6,6
,10438,2.0,토,7,7
,10438,2.0,토,8,8
,13022,2.0,목,5,5
,13022,2.0,목,6,6
,11936,2.0,수,5,5
,11936,2.0,수,6,6
,11938,2.0,금,4,4
,11938,2.0,금,5,5
,13136,2.0,화,3,3
,13136,2.0,화,4,4
,13047,2.0,수,7,7
,13047,2.0,수,8,8
,13048,2.0,월,3,3
,13048,2.0,월,4,4
,11908,2.0,월,4,4
,11908,2.0,월,5,5
,11941,2.0,월,6,6
,11941,2.0,월,7,7
,11898,2.0,월,5,5
,11898,2.0,월,6,6
,11901,2.0,금,5,5
,11901,2.0,금,6,6
,11934,2.0,수,4,4
,11934,2.0,수,5,5
,11899,2.0,목,10,10
,11899,2.0,목,11,11
,11900,2.0,목,8,8
,11900,2.0,목,9,9
,13137,2.0,수,7,7
,13137,2.0,수,8,8
,10392,2.0,월,13,13
,10392,2.0,월,14,14
,10392,2.0,월,15,15
,10436,2.0,토,3,3
,10436,2.0,토,4,4
,10436,2.0,토,5,5
,11177,2.0,목,13,13
,11177,2.0,목,14,14
,11177,2.0,목,15,15
,10417,2.0,수,13,13
,10417,2.0,수,14,14
,10417,2.0,수,15,15
,10287,2.0,토,10,10
,10287,2.0,토,11,11
,10287,2.0,토,12,12
,10391,2.0,월,13,13
,10391,2.0,월,14,14
,10391,2.0,월,15,15
,10395,2.0,화,4,4
,10395,2.0,화,5,5
,10395,2.0,화,6,6
,11163,3.0,월,10,10
,11163,3.0,월,11,11
,11163,3.0,월,12,12
,11889,2.0,월,5,5
,11889,2.0,월,6,6
,11890,2.0,월,7,7
,11890,2.0,월,8,8
,13035,2.0,화,5,5
,13035,2.0,화,6,6
,11167,3.0,화,7,7
,11167,3.0,화,8,8
,11167,3.0,화,9,9
,11168,3.0,화,10,10
,11168,3.0,화,11,11
,11168,3.0,화,12,12
,11175,3.0,목,1,1
,11175,3.0,목,2,2
,11175,3.0,목,3,3
,10421,3.0,목,7,7
,10421,3.0,목,8,8
,10421,3.0,목,9,9
,11164,3.0,월,13,13
,11164,3.0,월,14,14
,11164,3.0,월,15,15
,10422,3.0,목,10,10
,10422,3.0,목,11,11
,10422,3.0,목,12,12
,11162,3.0,월,7,7
,11162,3.0,월,8,8
,11162,3.0,월,9,9
,11174,3.0,수,13,13
,11174,3.0,수,14,14
,11174,3.0,수,15,15
,10433,3.0,금,13,13
,10433,3.0,금,14,14
,10433,3.0,금,15,15
,11176,3.0,목,4,4
,11176,3.0,목,5,5
,11176,3.0,목,6,6
,10282,3.0,금,13,13
,10282,3.0,금,14,14
,10282,3.0,금,15,15
,11165,3.0,화,1,1
,11165,3.0,화,2,2
,11165,3.0,화,3,3
,10430,3.0,금,10,10
,10430,3.0,금,11,11
,10430,3.0,금,12,12
,10429,3.0,금,7,7
,10429,3.0,금,8,8
,10429,3.0,금,9,9
,11166,3.0,화,4,4
,11166,3.0,화,5,5
,11166,3.0,화,6,6
,13164,2.0,화,7,7
,13164,2.0,화,8,8
,13050,2.0,목,7,7
,13050,2.0,목,8,8
,13046,2.0,수,5,5
,13046,2.0,수,6,6
,13105,2.0,수,4,4
,13105,2.0,수,5,5
,13135,2.0,수,3,3
,13135,2.0,수,4,4
,13074,2.0,수,7,7
,13074,2.0,수,8,8
,13115,2.0,목,5,5
,13115,2.0,목,6,6
,13017,2.0,수,5,5
,13017,2.0,수,6,6
,13149,2.0,월,7,7
,13149,2.0,월,8,8
,13073,2.0,화,3,3
,13073,2.0,화,4,4
,13102,2.0,수,1,1
,13102,2.0,수,2,2
,13166,2.0,목,5,5
,13166,2.0,목,6,6
,10427,2.0,금,4,4
,10427,2.0,금,5,5
,10427,2.0,금,6,6
,10401,2.0,수,1,1
,10401,2.0,수,2,2
,10401,2.0,수,3,3
,11161,3.0,월,4,4
,11161,3.0,월,5,5
,11161,3.0,월,6,6
,10419,2.0,목,1,1
,10419,2.0,목,2,2
,10419,2.0,목,3,3
,10284,2.0,토,4,4
,10284,2.0,토,5,5
,10284,2.0,토,6,6
,10291,3.0,월,1,1
,10291,3.0,월,2,2
,10291,3.0,월,3,3
,11622,2.0,화,7,7
,11622,2.0,화,8,8
,11623,2.0,화,2,2
,11623,2.0,화,3,3
,11624,2.0,금,2,2
,11624,2.0,금,3,3
,11625,2.0,금,5,5
,11625,2.0,금,6,6
,12131,3.0,화,1,1
,12131,3.0,화,2,2
,12131,3.0,화,1,1
,12131,3.0,화,2,2
,12148,3.0,화,1,1
,12148,3.0,화,2,2
,12148,3.0,화,1,1
,12148,3.0,화,2,2
,12150,3.0,화,1,1
,12150,3.0,화,2,2
,12150,3.0,화,1,1
,12150,3.0,화,2,2
,12152,3.0,화,1,1
,12152,3.0,화,2,2
,12152,3.0,화,1,1
,12152,3.0,화,2,2
,12158,3.0,월,4,4
,12158,3.0,월,5,5
,12158,3.0,월,4,4
,12158,3.0,월,5,5
,12162,3.0,월,4,4
,12162,3.0,월,5,5
,12162,3.0,월,4,4
,12162,3.0,월,5,5
,12163,3.0,수,5,5
,12163,3.0,수,6,6
,12163,3.0,수,5,5
,12163,3.0,수,6,6
,12164,3.0,수,5,5
,12164,3.0,수,6,6
,12164,3.0,수,5,5
,12164,3.0,수,6,6
,12165,3.0,수,5,5
,12165,3.0,수,6,6
,12165,3.0,수,5,5
,12165,3.0,수,6,6
,12166,3.0,월,2,2
,12166,3.0,월,3,3
,12166,3.0,월,2,2
,12166,3.0,월,3,3
,12167,3.0,월,2,2
,12167,3.0,월,3,3
,12167,3.0,월,2,2
,12167,3.0,월,3,3
,12168,3.0,월,2,2
,12168,3.0,월,3,3
,12168,3.0,월,2,2
,12168,3.0,월,3,3
,12173,3.0,월,1,1
,12173,3.0,월,2,2
,12173,3.0,월,1,1
,12173,3.0,월,2,2
,12174,3.0,월,1,1
,12174,3.0,월,2,2
,12174,3.0,월,1,1
,12174,3.0,월,2,2
,12177,3.0,월,1,1
,12177,3.0,월,2,2
,12177,3.0,월,1,1
,12177,3.0,월,2,2
,12178,3.0,월,1,1
,12178,3.0,월,2,2
,12178,3.0,월,1,1
,12178,3.0,월,2,2
,12179,3.0,화,5,5
,12179,3.0,화,6,6
,12179,3.0,화,5,5
,12179,3.0,화,6,6
,12180,3.0,화,5,5
,12180,3.0,화,6,6
,12180,3.0,화,5,5
,12180,3.0,화,6,6
,12181,3.0,화,5,5
,12181,3.0,화,6,6
,12181,3.0,화,5,5
,12181,3.0,화,6,6
,12183,3.0,월,8,8
,12183,3.0,월,9,9
,12183,3.0,월,7,7
,12183,3.0,월,8,8
,12203,3.0,월,8,8
,12203,3.0,월,9,9
,12203,3.0,월,7,7
,12203,3.0,월,8,8
,12205,3.0,월,8,8
,12205,3.0,월,9,9
,12205,3.0,월,7,7
,12205,3.0,월,8,8
,12207,3.0,월,8,8
,12207,3.0,월,9,9
,12207,3.0,월,7,7
,12207,3.0,월,8,8
,12208,3.0,월,5,5
,12208,3.0,월,6,6
,12208,3.0,월,4,4
,12208,3.0,월,5,5
,12209,3.0,월,5,5
,12209,3.0,월,6,6
,12209,3.0,월,4,4
,12209,3.0,월,5,5
,12210,3.0,월,7,7
,12210,3.0,월,8,8
,12210,3.0,월,5,5
,12210,3.0,월,6,6
,12211,3.0,월,7,7
,12211,3.0,월,8,8
,12211,3.0,월,5,5
,12211,3.0,월,6,6
,12212,3.0,월,4,4
,12212,3.0,월,5,5
,12212,3.0,월,4,4
,12212,3.0,월,5,5
,12213,3.0,월,4,4
,12213,3.0,월,5,5
,12213,3.0,월,4,4
,12213,3.0,월,5,5
,12214,3.0,목,2,2
,12214,3.0,목,3,3
,12214,3.0,목,2,2
,12214,3.0,목,3,3
,12215,3.0,목,2,2
,12215,3.0,목,3,3
,12215,3.0,목,2,2
,12215,3.0,목,3,3
,12216,3.0,목,2,2
,12216,3.0,목,3,3
,12216,3.0,목,2,2
,12216,3.0,목,3,3
